,kepid,kepler_name,kepoi_name,koi_disposition,koi_ror,koi_steff,koi_srad,koi_count,koi_num_transits,koi_prad,koi_fittype,koi_eccen,koi_period
2348,7609553,Kepler-1387 b,K02924.01,CONFIRMED,0.010043,5017.0,0.797,2,584.0,0.87,LS+MCMC,0.0,2.279523364
2349,10122538,Kepler-1388 b,K02926.01,CONFIRMED,0.035947,3891.0,0.564,5,40.0,2.21,LS+MCMC,0.0,12.2854718
2350,10122538,Kepler-1388 c,K02926.02,CONFIRMED,0.035793,3891.0,0.564,5,88.0,2.2,LS+MCMC,0.0,5.53609368
2352,5480640,Kepler-399 d,K02707.01,CONFIRMED,0.025518,5467.0,1.152,3,24.0,3.21,LS+MCMC,0.0,58.0337426
2353,5480640,Kepler-399 b,K02707.02,CONFIRMED,0.013363,5467.0,1.152,3,91.0,1.68,LS+MCMC,0.0,14.4252635
2354,5480640,Kepler-399 c,K02707.03,CONFIRMED,0.021384,5467.0,1.152,3,51.0,2.69,LS+MCMC,0.0,26.6757818
2355,5175986,Kepler-1320 b,K02708.01,CONFIRMED,0.019749,4792.0,0.704,1,1506.0,1.52,LS+MCMC,0.0,0.868386354
2360,6521045,Kepler-100 b,K00041.02,CONFIRMED,0.008082,5788.0,1.474,3,187.0,1.3,LS+MCMC,0.0,6.88707073
2365,6294819,Kepler-1368 b,K02852.01,CONFIRMED,0.012949,5966.0,0.961,1,1681.0,1.36,LS+MCMC,0.0,0.675650404
2371,11401755,Kepler-36 c,K00277.01,CONFIRMED,0.020452,5919.0,1.585,2,81.0,3.54,LS+MCMC,0.0,16.23191704
2374,8292840,Kepler-126 c,K00260.03,CONFIRMED,0.01063,6214.0,1.297,3,59.0,1.51,LS+MCMC,0.0,21.86965714
2375,5272233,Kepler-400 b,K02711.01,CONFIRMED,0.01334,5885.0,1.111,2,143.0,1.62,LS+MCMC,0.0,9.02436414
2376,5272233,Kepler-400 c,K02711.02,CONFIRMED,0.011797,5885.0,1.111,2,76.0,1.43,LS+MCMC,0.0,17.3408735
2385,5688910,Kepler-1369 b,K02856.01,CONFIRMED,0.024151,6036.0,1.093,1,21.0,2.88,LS+MCMC,0.0,25.8730914
2386,6345732,Kepler-1370 b,K02857.01,CONFIRMED,0.015063,5937.0,1.291,2,51.0,2.12,LS+MCMC,0.0,20.2642023
2388,6345732,Kepler-1370 c,K02857.02,CONFIRMED,0.009401,5937.0,1.291,2,136.0,1.33,LS+MCMC,0.0,7.44136102
2389,8611257,Kepler-1389 b,K02931.01,CONFIRMED,0.027854,5010.0,0.715,1,15.0,2.17,LS+MCMC,0.0,99.2532336
2393,10880507,Kepler-1390 b,K02936.01,CONFIRMED,0.011743,5496.0,0.983,1,160.0,1.26,LS+MCMC,0.0,6.4802138
2396,12206313,Kepler-401 b,K02714.01,CONFIRMED,0.013044,6115.0,1.291,3,89.0,1.84,LS+MCMC,0.0,14.3832267
2397,12206313,Kepler-401 c,K02714.02,CONFIRMED,0.014906,6115.0,1.291,3,28.0,2.1,LS+MCMC,0.0,47.3186631
2398,9837661,Kepler-1321 b,K02715.01,CONFIRMED,0.073529,3640.0,0.503,3,58.0,4.04,LS+MCMC,0.0,11.12827427
2399,7769819,Kepler-1342 b,K02778.01,CONFIRMED,0.017229,5417.0,0.901,1,515.0,1.7,LS+MCMC,0.0,2.21571296
2401,12164564,Kepler-1343 b,K02780.01,CONFIRMED,0.017094,6198.0,1.005,1,391.0,1.88,LS+MCMC,0.0,3.35184041
2404,10397751,Kepler-1371 b,K02859.01,CONFIRMED,0.008944,5374.0,0.721,5,386.0,0.7,LS+MCMC,0.0,3.4462125
2405,10397751,Kepler-1371 c,K02859.02,CONFIRMED,0.008216,5374.0,0.721,5,625.0,0.65,LS+MCMC,0.0,2.005414293
2409,9642292,Kepler-1392 b,K02946.01,CONFIRMED,0.019976,5926.0,0.887,1,77.0,1.93,LS+MCMC,0.0,15.1408916
2412,4991208,Kepler-1393 b,K02951.01,CONFIRMED,0.007015,5561.0,0.873,1,425.0,0.67,LS+MCMC,0.0,2.44358543
2414,9837661,Kepler-1321 c,K02715.02,CONFIRMED,0.038292,3640.0,0.503,3,274.0,2.1,LS+MCMC,0.0,2.226496196
2416,9092504,Kepler-1322 b,K02716.01,CONFIRMED,0.017264,5704.0,0.804,2,1355.0,1.52,LS+MCMC,0.0,0.962864171
2417,5383248,Kepler-96 b,K00261.01,CONFIRMED,0.025459,5683.0,0.993,1,79.0,2.76,LS+MCMC,0.0,16.23847733
2419,10001368,Kepler-1344 b,K02785.01,CONFIRMED,0.014616,6237.0,1.116,1,131.0,1.78,LS+MCMC,0.0,4.76831033
2420,9466429,Kepler-1345 b,K02786.01,CONFIRMED,0.014887,6763.0,1.424,1,31.0,2.31,LS+MCMC,0.0,44.616751
2422,8885643,Kepler-1346 b,K02789.01,CONFIRMED,0.013564,6177.0,0.906,1,397.0,1.34,LS+MCMC,0.0,3.40165617
2423,5652893,Kepler-1347 b,K02790.01,CONFIRMED,0.011757,5153.0,0.767,1,93.0,0.98,LS+MCMC,0.0,14.00948631
2426,8681833,Kepler-1372 b,K02865.01,CONFIRMED,0.010897,5926.0,0.963,1,1016.0,1.15,LS+MCMC,0.0,1.311558909
2427,4138951,Kepler-1373 b,K02866.01,CONFIRMED,0.007518,6384.0,1.086,1,1032.0,0.89,LS+MCMC,0.0,1.291233083
2428,3102384,Kepler-454 A b,K00273.01,CONFIRMED,0.017524,5720.0,1.08,1,129.0,2.07,LS+MCMC,0.0,10.573751447
2429,10471515,Kepler-1395 b,K02961.01,CONFIRMED,0.00528,6017.0,1.206,1,351.0,0.7,LS+MCMC,0.0,3.7847507
2431,8760040,Kepler-1396 b,K02963.01,CONFIRMED,0.012951,5951.0,1.262,2,74.0,1.78,LS+MCMC,0.0,18.2206024
2433,10098844,Kepler-1397 b,K02964.01,CONFIRMED,0.013113,6007.0,1.126,2,24.0,1.61,LS+MCMC,0.0,47.4497134
2434,9467404,Kepler-1323 b,K02717.01,CONFIRMED,0.009563,6039.0,1.413,1,1440.0,1.48,LS+MCMC,0.0,0.929906166
2436,5184911,Kepler-1324 b,K02719.01,CONFIRMED,0.02144,4827.0,0.823,2,319.0,1.93,LS+MCMC,0.0,4.11585514
2438,6587105,Kepler-1325 b,K02721.01,CONFIRMED,0.030037,5533.0,1.072,1,29.0,3.52,LS+MCMC,0.0,33.878639
2439,11662184,Kepler-1348 b,K02791.01,CONFIRMED,0.016268,5912.0,1.09,1,49.0,1.94,LS+MCMC,0.0,27.5722144
2440,11127479,Kepler-1349 b,K02792.01,CONFIRMED,0.004636,5952.0,1.377,1,498.0,0.7,LS+MCMC,0.0,2.12821621
2446,8884274,Kepler-1374 b,K02868.01,CONFIRMED,0.024669,5602.0,0.817,1,107.0,2.2,LS+MCMC,0.0,10.65275054
2447,7767162,Kepler-1375 b,K02869.01,CONFIRMED,0.009123,6333.0,1.438,2,341.0,1.43,LS+MCMC,0.0,3.30040818
2451,9838468,Kepler-1391 b,K02943.01,CONFIRMED,0.012628,5746.0,1.133,1,25.0,1.56,LS+MCMC,0.0,54.4099612
2454,11401755,Kepler-36 b,K00277.02,CONFIRMED,0.008397,5919.0,1.585,2,94.0,1.45,LS+MCMC,0.0,13.84984567
2455,7673192,Kepler-402 c,K02722.01,CONFIRMED,0.011473,6052.0,1.202,5,217.0,1.51,LS+MCMC,0.0,6.12479773
2456,7673192,Kepler-402 e,K02722.02,CONFIRMED,0.010988,6052.0,1.202,5,103.0,1.44,LS+MCMC,0.0,11.24284815
2457,7673192,Kepler-402 b,K02722.03,CONFIRMED,0.009204,6052.0,1.202,5,311.0,1.21,LS+MCMC,0.0,4.02877097
2458,7673192,Kepler-402 d,K02722.04,CONFIRMED,0.009647,6052.0,1.202,5,127.0,1.27,LS+MCMC,0.0,8.92114318
2459,11807274,Kepler-50 b,K00262.01,CONFIRMED,0.009941,6237.0,1.543,2,171.0,1.68,LS+MCMC,0.0,7.81285862
2461,6697756,Kepler-1351 b,K02798.01,CONFIRMED,0.008995,4374.0,0.614,1,1462.0,0.6,LS+MCMC,0.0,0.916142298
2471,8801316,Kepler-1394 b,K02956.01,CONFIRMED,0.004548,6277.0,2.741,1,344.0,1.36,LS+MCMC,0.0,3.93766786
2475,12314973,Kepler-450 b,K00279.01,CONFIRMED,0.035375,6206.0,1.573,3,48.0,6.08,LS+MCMC,0.0,28.45489091
2484,11135308,Kepler-1352 b,K02805.01,CONFIRMED,0.006379,6324.0,1.115,1,714.0,0.78,LS+MCMC,0.0,1.877878538
2486,6521045,Kepler-100 d,K00041.03,CONFIRMED,0.009621,5788.0,1.474,3,35.0,1.55,LS+MCMC,0.0,35.3331932
2487,8077137,Kepler-128 b,K00274.01,CONFIRMED,0.008074,6063.0,1.613,2,91.0,1.42,LS+MCMC,0.0,15.0896415
2488,7019524,Kepler-1376 b,K02877.01,CONFIRMED,0.010322,5914.0,0.955,1,256.0,1.08,LS+MCMC,0.0,5.30873978
2490,9825174,Kepler-1377 b,K02880.01,CONFIRMED,0.012828,5618.0,0.874,1,1760.0,1.22,LS+MCMC,0.0,0.740926358
2497,12008872,Kepler-1327 b,K02729.01,CONFIRMED,0.016055,6143.0,1.116,1,91.0,1.96,LS+MCMC,0.0,14.8877665
2498,8415200,Kepler-1328 b,K02730.01,CONFIRMED,0.009333,5576.0,1.289,1,292.0,1.31,LS+MCMC,0.0,4.52158614
2500,9886361,Kepler-403 b,K02732.01,CONFIRMED,0.008449,6170.0,1.499,4,193.0,1.38,LS+MCMC,0.0,7.03146295
2501,9886361,Kepler-403 c,K02732.03,CONFIRMED,0.012667,6170.0,1.499,4,23.0,2.07,LS+MCMC,0.0,54.2811949
2503,6528464,Kepler-449 b,K00270.01,CONFIRMED,0.009854,5587.0,1.423,2,106.0,1.53,LS+MCMC,0.0,12.58229808
2509,5209845,Kepler-1378 b,K02883.01,CONFIRMED,0.029175,4359.0,0.659,1,97.0,2.1,LS+MCMC,0.0,11.95401876
2512,6129524,Kepler-1379 b,K02886.01,CONFIRMED,0.014657,5268.0,0.776,1,1287.0,1.24,LS+MCMC,0.0,0.88184263
2513,5794570,Kepler-1312 b,K02675.01,CONFIRMED,0.021984,5721.0,0.905,2,245.0,2.17,LS+MCMC,0.0,5.448321078
2517,6779260,Kepler-1313 b,K02678.01,CONFIRMED,0.024847,5397.0,0.831,2,350.0,2.25,LS+MCMC,0.0,3.833087643
2518,11807274,Kepler-50 c,K00262.02,CONFIRMED,0.011189,6237.0,1.543,2,143.0,1.89,LS+MCMC,0.0,9.37663713
2522,10842192,Kepler-1329 b,K02736.01,CONFIRMED,0.033763,4442.0,0.648,1,148.0,2.39,LS+MCMC,0.0,9.33648141
2523,2442448,Kepler-1354 b,K02812.01,CONFIRMED,0.023228,6173.0,1.03,1,18.0,2.61,LS+MCMC,0.0,76.6139446
2526,11283615,Kepler-1355 b,K02816.01,CONFIRMED,0.015625,5467.0,0.808,1,833.0,1.38,LS+MCMC,0.0,1.289590179
2527,7605093,Kepler-1356 b,K02817.01,CONFIRMED,0.016444,5226.0,0.75,1,1013.0,1.35,LS+MCMC,0.0,0.634003002
2529,8077137,Kepler-128 c,K00274.02,CONFIRMED,0.007316,6063.0,1.613,2,58.0,1.29,LS+MCMC,0.0,22.8030252
2536,6878240,Kepler-397 c,K02681.01,CONFIRMED,0.072673,5307.0,0.757,2,10.0,6.01,LS+MCMC,0.0,135.4978256
2537,6878240,Kepler-397 b,K02681.02,CONFIRMED,0.025073,5307.0,0.757,2,59.0,2.07,LS+MCMC,0.0,22.2508509
2541,4831728,Kepler-1330 b,K02739.01,CONFIRMED,0.015476,5480.0,1.174,2,136.0,1.98,LS+MCMC,0.0,10.10773789
2545,6528464,Kepler-449 c,K00270.02,CONFIRMED,0.011948,5587.0,1.423,2,36.0,1.86,LS+MCMC,0.0,33.67280658
2546,11963206,Kepler-1357 b,K02820.01,CONFIRMED,0.012546,5713.0,0.893,1,447.0,1.22,LS+MCMC,0.0,3.00912491
2551,6937402,Kepler-1380 b,K02894.01,CONFIRMED,0.012975,5708.0,0.893,1,131.0,1.27,LS+MCMC,0.0,10.3108232
2561,8095441,Kepler-1332 b,K02743.01,CONFIRMED,0.013737,5523.0,0.88,1,116.0,1.32,LS+MCMC,0.0,11.87457664
2562,5881813,Kepler-1333 b,K02744.01,CONFIRMED,0.030575,5332.0,1.453,2,13.0,4.85,LS+MCMC,0.0,109.6469948
2563,12456601,Kepler-1334 b,K02745.01,CONFIRMED,0.021809,5896.0,0.916,1,85.0,2.18,LS+MCMC,0.0,15.64588656
2568,7428736,Kepler-1358 b,K02827.01,CONFIRMED,0.01355,5305.0,0.818,1,185.0,1.21,LS+MCMC,0.0,7.06321927
2570,11129258,Kepler-1381 b,K02898.01,CONFIRMED,0.022465,6137.0,0.994,1,41.0,2.44,LS+MCMC,0.0,25.384175
2571,10586004,Kepler-129 b,K00275.01,CONFIRMED,0.012882,5758.0,1.704,2,69.0,2.4,LS+MCMC,0.0,15.79196594
2575,6521045,Kepler-100 c,K00041.01,CONFIRMED,0.014067,5788.0,1.474,3,104.0,2.26,LS+MCMC,0.0,12.81590421
2577,8892303,Kepler-1314 b,K02688.01,CONFIRMED,0.079794,4137.0,0.591,1,142.0,5.15,LS+MCMC,0.0,5.424749327
2581,6586746,Kepler-1335 b,K02747.01,CONFIRMED,0.017429,5032.0,0.817,1,165.0,1.55,LS+MCMC,0.0,6.26404774
2582,9962455,Kepler-1336 b,K02748.01,CONFIRMED,0.013623,5416.0,1.756,2,42.0,2.61,LS+MCMC,0.0,23.1985852
2583,9962455,Kepler-1336 c,K02748.02,CONFIRMED,0.011293,5416.0,1.756,2,178.0,2.17,LS+MCMC,0.0,5.77721259
2585,6436029,Kepler-1359 b,K02828.01,CONFIRMED,0.032075,4817.0,0.833,2,19.0,2.92,LS+MCMC,0.0,59.4969009
2587,9451706,Kepler-127 d,K00271.01,CONFIRMED,0.016784,6075.0,1.352,3,25.0,2.48,LS+MCMC,0.0,48.6303805
2588,9244508,Kepler-1360 b,K02830.01,CONFIRMED,0.017565,6443.0,3.086,1,34.0,5.92,LS+MCMC,0.0,40.5289885
2592,3969687,Kepler-1382 b,K02904.01,CONFIRMED,0.011577,6133.0,1.765,1,67.0,2.23,LS+MCMC,0.0,16.3583482
2594,6716545,Kepler-1383 b,K02906.01,CONFIRMED,0.008521,6052.0,1.424,3,101.0,1.33,LS+MCMC,0.0,13.9093544
2597,5185897,Kepler-398 b,K02693.01,CONFIRMED,0.014433,4498.0,0.635,3,326.0,1.0,LS+MCMC,0.0,4.081411554
2598,5185897,Kepler-398 c,K02693.02,CONFIRMED,0.014247,4498.0,0.635,3,108.0,0.99,LS+MCMC,0.0,11.41941928
2599,5185897,Kepler-398 d,K02693.03,CONFIRMED,0.014584,4498.0,0.635,3,187.0,1.01,LS+MCMC,0.0,6.83440674
2601,9881077,Kepler-1337 b,K02751.01,CONFIRMED,0.033526,4583.0,0.674,1,57.0,2.47,LS+MCMC,0.0,24.4004378
2604,6265792,Kepler-1338 b,K02753.01,CONFIRMED,0.00738,5874.0,1.297,1,1100.0,1.05,LS+MCMC,0.0,0.935115863
2605,9995402,Kepler-1361 b,K02832.01,CONFIRMED,0.008876,5213.0,0.917,1,378.0,0.89,LS+MCMC,0.0,3.57551429
2607,5609593,Kepler-1362 b,K02834.01,CONFIRMED,0.031899,4648.0,0.675,1,10.0,2.35,LS+MCMC,0.0,136.205112
2609,11414465,Kepler-1363 b,K02836.01,CONFIRMED,0.01479,4901.0,0.758,1,398.0,1.22,LS+MCMC,0.0,2.94194296
2613,10586004,Kepler-129 c,K00275.02,CONFIRMED,0.013819,5758.0,1.704,2,13.0,2.57,LS+MCMC,0.0,82.2001239
2614,4483138,Kepler-1384 b,K02910.01,CONFIRMED,0.019326,5011.0,0.851,1,58.0,1.8,LS+MCMC,0.0,15.3626052
2615,9475552,Kepler-1315 b,K02694.01,CONFIRMED,0.01815,4818.0,0.856,2,1577.0,1.7,LS+MCMC,0.0,0.843379985
2617,8292840,Kepler-126 b,K00260.01,CONFIRMED,0.00948,6214.0,1.297,3,128.0,1.34,LS+MCMC,0.0,10.49566303
2621,10905911,Kepler-1339 b,K02754.01,CONFIRMED,0.006995,5779.0,0.97,1,469.0,0.74,LS+MCMC,0.0,1.34155642
2623,6964929,Kepler-1340 b,K02756.01,CONFIRMED,0.009533,5884.0,1.07,2,2015.0,1.11,LS+MCMC,0.0,0.665025941
2626,11565924,Kepler-1364 b,K02837.01,CONFIRMED,0.011586,6995.0,2.274,1,103.0,2.88,LS+MCMC,0.0,13.32191461
2627,6607357,Kepler-1365 b,K02838.01,CONFIRMED,0.007635,5727.0,1.104,2,176.0,0.92,LS+MCMC,0.0,7.69994466
2628,6607357,Kepler-1365 c,K02838.02,CONFIRMED,0.006682,5727.0,1.104,2,265.0,0.81,LS+MCMC,0.0,4.77466043
2629,9451706,Kepler-127 c,K00271.02,CONFIRMED,0.016963,6075.0,1.352,3,48.0,2.5,LS+MCMC,0.0,29.39337161
2630,6186964,Kepler-1366 b,K02839.01,CONFIRMED,0.02106,3941.0,0.554,1,384.0,1.27,LS+MCMC,0.0,2.164570593
2633,9693006,Kepler-1385 b,K02913.01,CONFIRMED,0.005802,5696.0,1.331,1,463.0,0.84,LS+MCMC,0.0,2.88878583
2637,5128673,Kepler-1316 b,K02698.01,CONFIRMED,0.026755,5837.0,1.159,1,15.0,3.39,LS+MCMC,0.0,87.9724227
2638,6690836,Kepler-1317 b,K02699.01,CONFIRMED,0.017496,5223.0,0.78,1,2342.0,1.49,LS+MCMC,0.0,0.568874717
2644,12024120,Kepler-507 b,K00265.01,CONFIRMED,0.00935,6007.0,1.334,1,371.0,1.36,LS+MCMC,0.0,3.568099612
2645,8210018,Kepler-1341 A b,K02762.01,CONFIRMED,0.034912,4523.0,0.659,1,11.0,2.51,LS+MCMC,0.0,132.9955503
2646,3642289,Kepler-135 b,K00301.01,CONFIRMED,0.015656,6204.0,1.36,2,223.0,2.33,LS+MCMC,0.0,6.002548291
2647,3642289,Kepler-135 c,K00301.02,CONFIRMED,0.008892,6204.0,1.36,2,115.0,1.32,LS+MCMC,0.0,11.44865823
2648,3662838,Kepler-516 b,K00302.01,CONFIRMED,0.027585,6967.0,2.527,2,42.0,7.61,LS+MCMC,0.0,24.85466504
2649,5966322,Kepler-517 A b,K00303.01,CONFIRMED,0.024899,5638.0,1.023,1,21.0,2.78,LS+MCMC,0.0,60.92818866
2650,6029239,Kepler-518 b,K00304.01,CONFIRMED,0.022246,5767.0,0.881,2,158.0,2.14,LS+MCMC,0.0,8.512037736
2654,12404954,Kepler-537 b,K00361.01,CONFIRMED,0.013203,5703.0,0.975,1,417.0,1.41,LS+MCMC,0.0,3.247548814
2659,9070666,Kepler-1408 b,K03008.01,CONFIRMED,0.006238,5888.0,1.645,1,120.0,1.12,LS+MCMC,0.0,2.99792926
2660,3642335,Kepler-1410 b,K03010.01,CONFIRMED,0.024307,3808.0,0.522,1,23.0,1.39,LS+MCMC,0.0,60.8660974
2666,6196457,Kepler-92 b,K00285.01,CONFIRMED,0.019908,5862.0,1.67,3,98.0,3.63,LS+MCMC,0.0,13.74883059
2669,6063220,Kepler-99 B b,K00305.01,CONFIRMED,0.018677,4783.0,0.741,1,291.0,1.51,LS+MCMC,0.0,4.603575293
2670,6071903,Kepler-519 A b,K00306.01,CONFIRMED,0.023893,5313.0,0.82,1,55.0,2.14,LS+MCMC,0.0,24.30784323
2671,6289257,Kepler-520 b,K00307.01,CONFIRMED,0.01578,6023.0,1.031,2,68.0,1.78,LS+MCMC,0.0,19.67409703
2672,10905239,Kepler-101 b,K00046.01,CONFIRMED,0.032422,5576.0,1.593,2,386.0,5.64,LS+MCMC,0.0,3.487688776
2673,11623629,Kepler-538 A b,K00365.01,CONFIRMED,0.022652,5559.0,0.873,2,16.0,2.16,LS+MCMC,0.0,81.737872
2675,4815520,Kepler-1656 b,K00367.01,CONFIRMED,0.041835,5733.0,0.99,1,33.0,4.52,LS+MCMC,0.0,31.578651216
2677,7175184,Kepler-144 b,K00369.01,CONFIRMED,0.010194,6070.0,1.431,2,225.0,1.59,LS+MCMC,0.0,5.88527364
2680,7347246,Kepler-1411 b,K03014.01,CONFIRMED,0.027076,6161.0,1.053,1,14.0,3.11,LS+MCMC,0.0,86.1160885
2681,11403530,Kepler-1412 b,K03015.01,CONFIRMED,0.006019,5799.0,1.375,1,372.0,0.9,LS+MCMC,0.0,3.61460332
2682,5088536,Kepler-130 A b,K00282.02,CONFIRMED,0.008247,5903.0,1.137,3,160.0,1.02,LS+MCMC,0.0,8.45744892
2687,5096590,Kepler-1424 b,K03093.01,CONFIRMED,0.014184,5812.0,1.122,1,45.0,1.74,LS+MCMC,0.0,29.6099055
2689,6289257,Kepler-520 c,K00307.02,CONFIRMED,0.010461,6023.0,1.031,2,252.0,1.18,LS+MCMC,0.0,5.21104597
2693,7050989,Kepler-136 A b,K00312.01,CONFIRMED,0.014458,6156.0,1.303,2,119.0,2.06,LS+MCMC,0.0,11.57890926
2694,7175184,Kepler-144 c,K00369.02,CONFIRMED,0.010177,6070.0,1.431,2,132.0,1.59,LS+MCMC,0.0,10.10463142
2695,8494142,Kepler-145 c,K00370.01,CONFIRMED,0.018777,6143.0,1.763,2,33.0,3.61,LS+MCMC,0.0,42.88247951
2696,11554435,Kepler-63 b,K00063.01,CONFIRMED,0.059248,5578.0,0.886,1,144.0,5.73,LS+MCMC,0.0,9.43414171
2697,8494142,Kepler-145 b,K00370.02,CONFIRMED,0.011297,6143.0,1.763,2,56.0,2.17,LS+MCMC,0.0,22.95062278
2699,6471021,Kepler-539 b,K00372.01,CONFIRMED,0.082594,5819.0,1.111,1,11.0,10.02,LS+MCMC,0.0,125.6291479
2705,7582689,Kepler-431 d,K03097.01,CONFIRMED,0.007395,6006.0,1.082,3,110.0,0.87,LS+MCMC,0.0,11.9216035
2706,7582689,Kepler-431 b,K03097.02,CONFIRMED,0.006153,6006.0,1.082,3,190.0,0.73,LS+MCMC,0.0,6.80257947
2707,7582689,Kepler-431 c,K03097.03,CONFIRMED,0.006066,6006.0,1.082,3,140.0,0.72,LS+MCMC,0.0,8.70312154
2710,6196457,Kepler-92 c,K00285.02,CONFIRMED,0.012689,5862.0,1.67,3,51.0,2.31,LS+MCMC,0.0,26.723169
2711,7050989,Kepler-136 A c,K00312.02,CONFIRMED,0.013613,6156.0,1.303,2,82.0,1.94,LS+MCMC,0.0,16.39926461
2712,7419318,Kepler-137 c,K00313.01,CONFIRMED,0.024162,5188.0,0.795,2,73.0,2.1,LS+MCMC,0.0,18.73577127
2713,7419318,Kepler-137 b,K00313.02,CONFIRMED,0.017275,5188.0,0.795,2,156.0,1.5,LS+MCMC,0.0,8.43639829
2714,7603200,Kepler-138 c,K00314.01,CONFIRMED,0.025926,3846.0,0.503,3,98.0,1.42,LS+MCMC,0.0,13.78109471
2715,7603200,Kepler-138 d,K00314.02,CONFIRMED,0.022578,3846.0,0.503,3,55.0,1.24,LS+MCMC,0.0,23.08902241
2716,10905239,Kepler-101 c,K00046.02,CONFIRMED,0.006767,5576.0,1.593,2,201.0,1.18,LS+MCMC,0.0,6.02977241
2718,8686097,Kepler-540 b,K00374.01,CONFIRMED,0.023415,5851.0,1.116,1,8.0,2.85,LS+MCMC,0.0,172.7046083
2722,3323887,Kepler-9 b,K00377.01,CONFIRMED,0.074186,5779.0,0.956,3,67.0,7.74,LS+MCMC,0.0,19.270825843
2725,9716391,Kepler-1413 b,K03025.01,CONFIRMED,0.020402,5382.0,0.827,1,84.0,1.84,LS+MCMC,0.0,13.1829329
2726,6929841,Kepler-1414 b,K03026.01,CONFIRMED,0.013745,5094.0,0.901,1,293.0,1.35,LS+MCMC,0.0,3.51575492
2727,5088536,Kepler-130 A d,K00282.03,CONFIRMED,0.014911,5903.0,1.137,3,14.0,1.85,LS+MCMC,0.0,87.5177787
2729,11508644,Kepler-1426 b,K03101.01,CONFIRMED,0.015463,6140.0,1.027,1,91.0,1.73,LS+MCMC,0.0,14.2563272
2731,8895758,Kepler-1427 b,K03106.01,CONFIRMED,0.009916,5866.0,1.0,1,1169.0,1.08,LS+MCMC,0.0,0.968980781
2733,7603200,Kepler-138 b,K00314.03,CONFIRMED,0.010729,3846.0,0.503,3,122.0,0.59,LS+MCMC,0.0,10.31282204
2735,8008067,Kepler-139 b,K00316.01,CONFIRMED,0.021029,5620.0,1.143,3,87.0,2.62,LS+MCMC,0.0,15.77111067
2736,8008067,Kepler-139 c,K00316.02,CONFIRMED,0.021105,5620.0,1.143,3,9.0,2.63,LS+MCMC,0.0,157.0659976
2750,11572193,Kepler-1428 b,K03109.01,CONFIRMED,0.011449,6460.0,1.434,1,127.0,1.79,LS+MCMC,0.0,10.6761592
2751,11285870,Kepler-1429 b,K03110.01,CONFIRMED,0.010746,6217.0,1.051,1,233.0,1.23,LS+MCMC,0.0,4.48494315
2754,6196457,Kepler-92 d,K00285.03,CONFIRMED,0.010449,5862.0,1.67,3,27.0,1.91,LS+MCMC,0.0,49.3567907
2755,8121310,Kepler-521 b,K00317.01,CONFIRMED,0.019714,6336.0,1.403,2,58.0,3.02,LS+MCMC,0.0,22.20809549
2756,8156120,Kepler-522 b,K00318.01,CONFIRMED,0.040669,6273.0,1.927,1,35.0,8.56,LS+MCMC,0.0,38.5833679
2759,8753657,Kepler-406 b,K00321.01,CONFIRMED,0.013272,5678.0,0.97,2,555.0,1.41,LS+MCMC,0.0,2.426304127
2764,3942670,Kepler-147 c,K00392.01,CONFIRMED,0.019214,6007.0,1.42,2,40.0,2.98,LS+MCMC,0.0,33.4160553
2765,3942670,Kepler-147 b,K00392.02,CONFIRMED,0.008559,6007.0,1.42,2,104.0,1.33,LS+MCMC,0.0,12.6119685
2767,10585738,Kepler-1415 b,K03032.01,CONFIRMED,0.013529,5343.0,0.885,1,1675.0,1.31,LS+MCMC,0.0,0.636424848
2772,7676423,Kepler-1430 b,K03113.01,CONFIRMED,0.014909,4811.0,0.634,1,281.0,1.03,LS+MCMC,0.0,2.46050095
2774,11714231,Kepler-1431 b,K03115.01,CONFIRMED,0.012764,6020.0,1.04,1,228.0,1.45,LS+MCMC,0.0,5.8660127
2775,11720424,Kepler-1432 b,K03116.01,CONFIRMED,0.015991,6338.0,1.091,1,58.0,1.91,LS+MCMC,0.0,23.9107056
2777,8753657,Kepler-406 c,K00321.02,CONFIRMED,0.007238,5678.0,0.97,2,261.0,0.77,LS+MCMC,0.0,4.62334491
2779,9139084,Kepler-523 b,K00323.01,CONFIRMED,0.021244,5423.0,0.828,1,230.0,1.92,LS+MCMC,0.0,5.83599485
2785,3353050,Kepler-541 b,K00384.01,CONFIRMED,0.014349,6049.0,2.52,1,212.0,3.95,LS+MCMC,0.0,5.0800579
2786,3446746,Kepler-542 b,K00385.01,CONFIRMED,0.016418,5411.0,0.888,1,102.0,1.59,LS+MCMC,0.0,13.14496741
2787,5695396,Kepler-131 b,K00283.01,CONFIRMED,0.019184,5680.0,1.016,3,87.0,2.13,LS+MCMC,0.0,16.09196369
2790,8051946,Kepler-1416 b,K03038.01,CONFIRMED,0.009063,5635.0,1.452,1,898.0,1.44,LS+MCMC,0.0,1.4951513
2791,5445681,Kepler-1417 b,K03039.01,CONFIRMED,0.009254,5952.0,1.002,1,67.0,1.01,LS+MCMC,0.0,20.3504704
2794,11499192,Kepler-1433 b,K03120.01,CONFIRMED,0.011401,5886.0,1.152,1,261.0,1.43,LS+MCMC,0.0,4.13592927
2795,12416661,Kepler-1434 b,K03122.01,CONFIRMED,0.005669,6231.0,2.062,1,166.0,1.28,LS+MCMC,0.0,8.05337912
